"title","release_year","runtime_minutes","rating","box_office","director_id","country_id"
"Drive My Car","2021","179",,"15356046",,
"The Stronghold","2021","105",,"0",,
"Sweet Girl","2021","110",,"0",,
"Reminiscence","2021","116",,"18717947",,
"Like a Cat on a Highway 2","2021","109",,"0",,
"CODA","2021","112",,"1905058",,
"Lamb","2021","106",,"3200000",,
"Respect","2021","145",,"31217372",,
"An Egg Rescue","2021","89",,"4093345",,
"Don't Breathe 2","2021","98",,"53785551",,
"The Kissing Booth 3","2021","112",,"0",,
"SAS: Red Notice","2021","120",,"0",,
"Free Guy","2021","115",,"331526598",,
"PAW Patrol: The Movie","2021","86",,"144327371",,
"My Hero Academia: World Heroes' Mission","2021","105",,"46940541",,
"Aftermath","2021","114",,"0",,
"OSS 117: From Africa with Love","2021","117",,"13457801",,
"Beckett","2021","109",,"0",,
"More the Merrier","2021","112",,"0",,
"The Trip","2021","115",,"0",,
"The Last Mercenary","2021","110",,"0",,
"Vivo","2021","96",,"0",,
"Resort to Love","2021","101",,"0",,
"Demonic","2021","104",,"68581",,
"Stillwater","2021","139",,"19754272",,
"The Green Knight","2021","130",,"18887953",,
"The Cursed","2021","111",,"4588389",,
"Jungle Cruise","2021","127",,"220889446",,
"Batman: The Long Halloween, Part Two","2021","87",,"0",,
"Kingdom: Ashin of the North","2021","92",,"0",,
"Two","2021","70",,"4353761",,
"Green Snake","2021","131",,"87212911",,
"Blood Red Sky","2021","123",,"0",,
"Midnight in the Switchgrass","2021","99",,"229811",,
"The Duke","2021","96",,"0",,
"The Last Letter from Your Lover","2021","110",,"1451974",,
"Bo Burnham: Inside","2021","87",,"0",,
"Words Bubble Up Like Soda Pop","2021","88",,"0",,
"Snake Eyes: G.I. Joe Origins","2021","121",,"36964325",,
"Trollhunters: Rise of the Titans","2021","106",,"0",,
"Worth","2021","118",,"106645",,
"Old","2021","108",,"90146510",,
"Kaamelott: The First Chapter","2021","120",,"19002036",,
"Belle","2021","121",,"63501160",,
"Out of Death","2021","95",,"95813",,
"Pig","2021","92",,"4638959",,
"El mesero","2021","86",,"0",,
"Jolt","2021","91",,"238524",,
"Nine Days","2021","124",,"969204",,
"The Night House","2021","107",,"14600000",,
"The Medium","2021","131",,"7230000",,
"Titane","2021","108",,"4982335",,
"Fear Street: 1666","2021","115",,"0",,
"Gunpowder Milkshake","2021","114",,"1015760",,
"Benedetta","2021","131",,"2652725",,
"Fear Street: 1978","2021","111",,"0",,
"Space Jam: A New Legacy","2021","115",,"163692228",,
"The Good, the Bart, and the Loki","2021","6",,"0",,
"Black Widow","2021","134",,"379751131",,
"Annette","2021","140",,"3700000",,
"Boiling Point","2021","95",,"0",,
"The Seven Deadly Sins: Cursed by Light","2021","79",,"1094673",,
"Till Death","2021","89",,"495268",,
"I'm Your Man","2021","108",,"1090661",,
"A Classic Horror Story","2021","95",,"0",,
"Escape Room: Tournament of Champions","2021","88",,"65774490",,
"Meander","2021","91",,"700000",,
"The Boss Baby: Family Business","2021","107",,"146745280",,
"The Deep House","2021","85",,"1900000",,
"Midnight","2021","103",,"0",,
"The Forever Purge","2021","103",,"76994245",,
"Fear Street: 1994","2021","108",,"0",,
"Werewolves Within","2021","97",,"937490",,
"No Sudden Move","2021","115",,"0",,
"The Ice Road","2021","108",,"7502846",,
"Stowaway","2021","116",,"0",,
"Good on Paper","2021","92",,"0",,
"Batman: The Long Halloween, Part One","2021","85",,"0",,
"Fatherhood","2021","109",,"0",,
"Flee","2021","89",,"712229",,
"Impossible Things","2021","88",,"0",,
"Run Hide Fight","2021","109",,"34561",,
"Luca","2021","95",,"51074773",,
"Hitman's Wife's Bodyguard","2021","99",,"70060492",,
"Censor","2021","84",,"314785",,
"In the Heights","2021","143",,"43000000",,
"Awake","2021","96",,"0",,
"The Suicide Squad","2021","132",,"168717425",,
"Xtreme","2021","111",,"0",,
"Rurouni Kenshin: The Beginning","2021","138",,"0",,
"The Misfits","2021","94",,"0",,
"Petite Maman","2021","72",,"1024575",,
"Friends: The Reunion","2021","104",,"0",,
"Blue Miracle","2021","95",,"0",,
"Baggio: The Divine Ponytail","2021","91",,"0",,
"Cruella","2021","134",,"233503234",,
"The Conjuring: The Devil Made Me Do It","2021","111",,"206439349",,
"A Quiet Place Part II","2021","96",,"297372261",,
"Spirit Untamed","2021","88",,"42717215",,
"Mandibles","2021","77",,"2044087",,
"F9","2021","143",,"726229501",,
"Miraculous World: Shanghai - The Legend of Ladydragon","2021","54",,"0",,
"I Am All Girls","2021","107",,"0",,
"Army of the Dead","2021","148",,"190700000",,
"Ferry","2021","106",,"0",,
"The Woman in the Window","2021","102",,"0",,
"Spiral: From the Book of Saw","2021","93",,"40618920",,
"Oxygen","2021","100",,"0",,
"Mainstream","2021","95",,"49638",,
"Great White","2021","91",,"517929",,
"Those Who Wish Me Dead","2021","100",,"23384502",,
"22 vs. Earth","2021","9",,"0",,
"The Resort","2021","75",,"0",,
"The Virtuoso","2021","110",,"0",,
"Separation","2021","107",,"4496216",,
"Four Good Days","2021","100",,"843965",,
"Things Heard & Seen","2021","121",,"0",,
"Tom Clancy's Without Remorse","2021","110",,"0",,
"Si vive una volta sola","2021","103",,"0",,
"Justice Society: World War II","2021","84",,"0",,
"Rurouni Kenshin: The Final","2021","138",,"33457923",,
"Wrath of Man","2021","119",,"103966489",,
"The Mitchells vs. the Machines","2021","110",,"0",,
"Vanquish","2021","96",,"0",,
"In the Earth","2021","107",,"0",,
"Chernobyl: Abyss","2021","136",,"6459306",,
"Wheel of Fortune and Fantasy","2021","121",,"1548033",,
"The Swarm","2021","101",,"0",,
"Thunder Force","2021","107",,"0",,
"Voyagers","2021","108",,"4298184",,
"Mortal Kombat","2021","110",,"84426031",,
"The Old Ways","2021","90",,"0",,
"Monster Pets: A Hotel Transylvania Short","2021","6",,"0",,
"The Monkey King: Reborn","2021","95",,"0",,
"Every Breath You Take","2021","105",,"0",,
"Major Grom: Plague Doctor","2021","136",,"4500000",,
"The Unholy","2021","99",,"30832137",,
"The United States vs. Billie Holiday","2021","131",,"0",,
"Last Man Down","2021","87",,"0",,
"A Week Away","2021","94",,"0",,
"Shiva Baby","2021","78",,"359247",,
"The Seventh Day","2021","87",,"0",,
"Bad Trip","2021","87",,"0",,
"Peter Rabbit 2: The Runaway","2021","93",,"153000000",,
"Seaspiracy","2021","89",,"0",,
"Godzilla vs. Kong","2021","114",,"470116094",,
"Deadly Illusions","2021","114",,"0",,
"Secret Magic Control Agency","2021","104",,"0",,
"Zack Snyder's Justice League","2021","242",,"0",,
"Son","2021","98",,"0",,
"Nobody","2021","91",,"57512470",,
"The Fallout","2021","96",,"0",,
"Paper Lives","2021","96",,"0",,
"Cosmic Sin","2021","88",,"349757",,
"YES DAY","2021","86",,"0",,
"Evangelion: 3.0+1.0 Thrice Upon a Time","2021","155",,"93882453",,
"Sentinelle","2021","80",,"0",,
"The Vault","2021","114",,"8804000",,
"Coming 2 America","2021","110",,"0",,
"Us Again","2021","7",,"0",,
"Moxie","2021","111",,"0",,
"Raya and the Last Dragon","2021","107",,"130423032",,
"Girl in the Basement","2021","88",,"0",,
"Crazy About Her","2021","102",,"0",,
"Quo Vadis, Aïda?","2021","104",,"813253",,
"Billie Eilish: The World's a Little Blurry","2021","140",,"0",,
"Crisis","2021","118",,"1099426",,
"Cherry","2021","142",,"0",,
"Locked Down","2021","118",,"0",,
"Chaos Walking","2021","109",,"26508132",,
"Flora & Ulysses","2021","91",,"0",,
"I Care a Lot","2021","119",,"0",,
"Boss Level","2021","101",,"2000000",,
"Upon the Magic Roads","2021","100",,"0",,
"Las Leyendas: El Origen","2021","90",,"0",,
"The Map of Tiny Perfect Things","2021","99",,"0",,
"The Mauritanian","2021","129",,"7527030",,
"Willy's Wonderland","2021","88",,"431020",,
"Minari","2021","115",,"12900000",,
"To All the Boys: Always and Forever","2021","115",,"0",,
"A Writer's Odyssey","2021","130",,"150123320",,
"Fear of Rain","2021","109",,"24565",,
"Land","2021","89",,"2375190",,
"Rumble","2021","95",,"0",,
"Judas and the Black Messiah","2021","126",,"6416063",,
"The World to Come","2021","105",,"0",,
"Squared Love","2021","102",,"0",,
"Red Dot","2021","86",,"0",,
"Tom & Jerry","2021","101",,"136536687",,
"AINBO: Spirit of the Amazon","2021","84",,"10237061",,
"New Gods: Nezha Reborn","2021","116",,"70000000",,
"Bliss","2021","103",,"0",,
"Space Sweepers","2021","136",,"24571",,
"Earwig and the Witch","2021","83",,"384659",,
"Malcolm & Marie","2021","106",,"0",,
"Finding ʻOhana","2021","123",,"0",,
"Below Zero","2021","106",,"0",,
"Nomadland","2021","108",,"39458207",,
"The Little Things","2021","128",,"29942746",,
"Palmer","2021","110",,"0",,
"Wrong Turn","2021","110",,"3777969",,
"The Sadness","2021","99",,"0",,
"Narco Sub","2021","93",,"0",,
"Penguin Bloom","2021","95",,"0",,
"Outside the Wire","2021","116",,"0",,
"The Marksman","2021","108",,"23076711",,
"Wish Dragon","2021","99",,"25860000",,
"The Dig","2021","112",,"0",,
"The White Tiger","2021","125",,"0",,
"Batman: Soul of the Dragon","2021","83",,"0",,
"Redemption Day","2021","100",,"0",,
"The Dry","2021","117",,"15576286",,
"Shadow in the Cloud","2020","83",,"1054290",,
"Pieces of a Woman","2020","127",,"0",,
"All My Friends Are Dead","2020","95",,"0",,
"Death to 2020","2020","71",,"0",,
"One Night in Miami...","2020","114",,"0",,
"Josee, the Tiger and the Fish","2020","98",,"0",,
"We Can Be Heroes","2020","97",,"0",,
"News of the World","2020","118",,"12700000",,
"Soul","2020","101",,"121977511",,
"The Father","2020","97",,"21029340",,
"ariana grande: excuse me, i love you","2020","97",,"0",,
"Hunter Hunter","2020","93",,"0",,
"Fatale","2020","102",,"0",,
"Breach","2020","93",,"39328",,
"Wonder Woman 1984","2020","151",,"169601036",,
"A California Christmas","2020","106",,"0",,
"The Forgotten Battle","2020","126",,"0",,
"Promising Young Woman","2020","113",,"20379604",,
"Superintelligence","2020","106",,"0",,
"Songbird","2020","85",,"1000000",,
"Let Them All Talk","2020","113",,"0",,
"The Midnight Sky","2020","118",,"70018",,
"Silver Skates","2020","136",,"7099734",,
"Rose Island","2020","120",,"0",,
"Host","2020","56",,"443807",,
"Godmothered","2020","110",,"0",,
"Wander","2020","94",,"4609",,
"Black Bear","2020","106",,"0",,
"Just Another Christmas","2020","101",,"0",,
"Monster Hunter","2020","103",,"42145959",,
"The Prom","2020","130",,"187432",,
"The Beast","2020","90",,"0",,
"Black Beauty","2020","110",,"0",,
"Life in a Year","2020","107",,"0",,
"Happiest Season","2020","102",,"1401954",,
"Uncle Frank","2020","95",,"0",,
"Ma Rainey's Black Bottom","2020","94",,"0",,
"The Croods: A New Age","2020","95",,"215905815",,
"The Call","2020","112",,"0",,
"Two Distant Strangers","2020","32",,"0",,
"Supernova","2020","94",,"3415787",,
"Jiu Jitsu","2020","102",,"99924",,
"Run","2020","90",,"5184368",,
"Sound of Metal","2020","120",,"516520",,
"Gabriel's Inferno: Part III","2020","102",,"0",,
"Monsters of Man","2020","132",,"0",,
"Riders of Justice","2020","116",,"679505",,
"The Princess Switch: Switched Again","2020","97",,"0",,
"How I Became a Superhero","2020","101",,"0",,
"Aline","2020","125",,"11131254",,
"The Talent of the Hornet","2020","93",,"0",,
"The Christmas Chronicles: Part Two","2020","112",,"0",,
"LEGO Star Wars Holiday Special","2020","44",,"0",,
"Mank","2020","132",,"122252",,
"Ammonite","2020","118",,"1396905",,
"The Comeback Trail","2020","104",,"0",,
"Freaky","2020","102",,"15100000",,
"Come Away","2020","94",,"1746860",,
"Hillbilly Elegy","2020","117",,"0",,
"Jingle Jangle: A Christmas Journey","2020","122",,"0",,
"Operation Christmas Drop","2020","95",,"0",,
"Let Him Go","2020","114",,"7997460",,
"Superdeep","2020","113",,"596370",,
"The Life Ahead","2020","94",,"0",,
"Occupation: Rainfall","2020","128",,"343414",,
"Rogue City","2020","116",,"0",,
"Spell","2020","91",,"500104",,
"PG: Psycho Goreman","2020","95",,"95384",,
"Horizon Line","2020","92",,"916042",,
"The Craft: Legacy","2020","94",,"2300000",,
"Come Play","2020","96",,"13182254",,
"Holidate","2020","104",,"0",,
"Roald Dahl's The Witches","2020","106",,"29303571",,
"Wolfwalkers","2020","102",,"1310720",,
"Skylines","2020","113",,"170581",,
"My First Summer","2020","78",,"0",,
"Once Upon a Snowman","2020","7",,"0",,
"Borat Subsequent Moviefilm","2020","96",,"0",,
"The Wolf of Snow Hollow","2020","85",,"239828",,
"All My Life","2020","93",,"2000000",,
"Synchronic","2020","101",,"1019041",,
"Cadaver","2020","86",,"0",,
"Out of My League","2020","90",,"0",,
"New Order","2020","88",,"1825491",,
"The Empty Man","2020","137",,"4796993",,
"Bye Bye Morons","2020","87",,"16955173",,
"Lucy Shimmers and the Prince of Peace","2020","87",,"0",,
"Fatman","2020","100",,"1651413",,
"The Kid Detective","2020","99",,"367908",,
"2 Hearts","2020","102",,"0",,
"Cross the Line","2020","92",,"0",,
"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train","2020","117",,"523542183",,
"Love and Monsters","2020","109",,"1122066",,
"Over the Moon","2020","95",,"0",,
"Rebecca","2020","123",,"0",,
"BLACKPINK: Light Up the Sky","2020","79",,"0",,
"A Babysitter's Guide to Monster Hunting","2020","94",,"0",,
"30 Days Max","2020","87",,"11208529",,
"Nocturne","2020","90",,"0",,
"Batman: Death in the Family","2020","31",,"0",,
"Clouds","2020","121",,"0",,
"Saint Maud","2020","85",,"1640866",,
"Valley of the Dead","2020","101",,"0",,
"Flashback","2020","97",,"26747",,
"Books of Blood","2020","107",,"0",,
"Hubie Halloween","2020","103",,"0",,
"Black Box","2020","100",,"0",,
"American Pie Presents: Girls' Rules","2020","95",,"0",,
"You've Got This","2020","111",,"0",,
"Coven","2020","92",,"0",,
"Spontaneous","2020","102",,"0",,
"Death of Me","2020","95",,"41848",,
"On the Rocks","2020","96",,"992103",,
"Vampires vs. the Bronx","2020","86",,"0",,
"Possessor","2020","103",,"911000",,
"The Doorman","2020","97",,"307873",,
"Rifkin’s Festival","2020","92",,"2319180",,
"2067","2020","114",,"0",,
"Your Name Engraved Herein","2020","114",,"0",,
"The Boys in the Band","2020","121",,"0",,
"American Murder: The Family Next Door","2020","83",,"0",,
"Sightless","2020","89",,"0",,
"Money Plane","2020","82",,"618",,
"David Attenborough: A Life on Our Planet","2020","83",,"0",,
"Miraculous World: New York, United HeroeZ","2020","61",,"0",,
"Secret Society of Second Born Royals","2020","97",,"0",,
"The Trial of the Chicago 7","2020","130",,"107423",,
"Kajillionaire","2020","105",,"829900",,
"The Mortuary Collection","2020","108",,"107629",,
"Another Round","2020","117",,"21700000",,
"Come True","2020","105",,"70459",,
"Enola Holmes","2020","123",,"0",,
"The Swordsman","2020","101",,"1516150",,
"Violet Evergarden: The Movie","2020","140",,"20339624",,
"The Paramedic","2020","94",,"0",,
"My Donkey, My Lover & I","2020","97",,"0",,
"The Secrets We Keep","2020","97",,"615233",,
"Bruised","2020","129",,"0",,
"The Broken Hearts Gallery","2020","109",,"0",,
"The Devil All the Time","2020","138",,"0",,
"Unpregnant","2020","104",,"0",,
"The Babysitter: Killer Queen","2020","101",,"0",,
"Alone","2020","98",,"0",,
"Welcome to Sudden Death","2020","80",,"0",,
"Mama Weed","2020","104",,"5460628",,
"The Return","2020","90",,"0",,
"Hard Kill","2020","98",,"111523",,
"My Octopus Teacher","2020","85",,"0",,
"Mulan","2020","115",,"69965374",,
"Night in Paradise","2020","131",,"0",,
"Honest Thief","2020","99",,"31220247",,
"Freaks - You're One of Us","2020","93",,"0",,
"Love, Guaranteed","2020","90",,"0",,
"Antebellum","2020","105",,"7060384",,
"After We Collided","2020","105",,"47990414",,
"The Speech","2020","87",,"3044720",,
"Centigrade","2020","89",,"0",,
"We Summon the Darkness","2020","91",,"190760",,
"I'm Thinking of Ending Things","2020","135",,"0",,
"Unknown Origins","2020","97",,"0",,
"The Owners","2020","92",,"225374",,
"Phineas and Ferb the Movie: Candace Against the Universe","2020","85",,"0",,
"Bill & Ted Face the Music","2020","92",,"6274027",,
"The War with Grandpa","2020","98",,"43387445",,
"Deep Blue Sea 3","2020","100",,"0",,
"Superman: Man of Tomorrow","2020","87",,"0",,
"Given","2020","60",,"0",,
"Tenet","2020","150",,"365304105",,
"The Vanished","2020","115",,"0",,
"The Sleepover","2020","103",,"0",,
"Chemical Hearts","2020","93",,"0",,
"Words on Bathroom Walls","2020","111",,"3151849",,
"The One and Only Ivan","2020","93",,"0",,
"Rogue","2020","106",,"139757",,
"Cuties","2020","96",,"692459",,
"Spree","2020","93",,"43840",,
"Project Power","2020","113",,"0",,
"Tesla","2020","102",,"459051",,
"The Eight Hundred","2020","147",,"461421559",,
"The SpongeBob Movie: Sponge on the Run","2020","95",,"4700000",,
"Archive","2020","109",,"243279",,
"Work It","2020","93",,"0",,
"The Tax Collector","2020","95",,"942666",,
"An American Pickle","2020","89",,"0",,
"Deathstroke: Knights & Dragons - The Movie","2020","87",,"0",,
"Gabriel's Inferno: Part II","2020","106",,"0",,
"Upside-Down Magic","2020","96",,"0",,
"Father There Is Only One 2","2020","96",,"14871307",,
"Greenland","2020","120",,"52300000",,
"Don't Listen","2020","98",,"443458",,
"Offering to the Storm","2020","139",,"0",,
"Sputnik","2020","113",,"354023",,
"The Kissing Booth 2","2020","132",,"0",,
"Yes, God, Yes","2020","78",,"0",,
"Becky","2020","93",,"1045873",,
"The Rental","2020","88",,"4311042",,
"The King of Staten Island","2020","137",,"2200000",,
"A Nice Girl Like You","2020","94",,"769234",,
"The Silencing","2020","93",,"0",,
"Fatal Affair","2020","89",,"0",,
"Unhinged","2020","90",,"39238300",,
"Peninsula","2020","115",,"42698327",,
"Summer of 85","2020","101",,"3600000",,
"Palm Springs","2020","90",,"1818417",,
"Made in Italy","2020","94",,"0",,
"The Old Guard","2020","125",,"0",,
"Black Water: Abyss","2020","98",,"1117982",,
"Greyhound","2020","92",,"0",,
"Simply Black","2020","90",,"0",,
"The Secret Garden","2020","99",,"8721243",,
"Scoob!","2020","93",,"28600000",,
"Survive the Night","2020","89",,"0",,
"Ghosts of War","2020","94",,"345289",,
"Follow Me","2020","88",,"3551439",,
"Relic","2020","89",,"3238539",,
"Force of Nature","2020","91",,"638221",,
"Three Perfect Daughters","2020","92",,"0",,
"Ava","2020","96",,"2987741",,
"Desperados","2020","105",,"0",,
"Under the Riccione Sun","2020","102",,"0",,
"The Vigil","2020","88",,"1868659",,
"Undine","2020","90",,"0",,
"The F**k-It List","2020","103",,"0",,
"Irresistible","2020","101",,"177418",,
"We Bare Bears: The Movie","2020","69",,"0",,
"Eurovision Song Contest: The Story of Fire Saga","2020","123",,"0",,
"100% Wolf","2020","96",,"9750139",,
"Capone","2020","103",,"858281",,
"#Alive","2020","98",,"13416285",,
"Endings, Beginnings","2020","110",,"0",,
"The Outpost","2020","123",,"2133452",,
"Athlete A","2020","105",,"0",,
"Feel the Beat","2020","107",,"0",,
"Lost Bullet","2020","92",,"0",,
"Looks That Kill","2020","92",,"0",,
"A Whisker Away","2020","104",,"0",,
"You Should Have Left","2020","93",,"0",,
"Return of the Tooth Fairy","2020","91",,"0",,
"Bad Tales","2020","98",,"0",,
"Babyteeth","2020","118",,"989310",,
"Z-O-M-B-I-E-S 2","2020","84",,"0",,
"Da 5 Bloods","2020","155",,"0",,
"Return","2020","12",,"0",,
"The High Note","2020","113",,"0",,
"The Last Days of American Crime","2020","149",,"0",,
"Gabriel's Inferno","2020","122",,"0",,
"Artemis Fowl","2020","94",,"0",,
"The Lovebirds","2020","87",,"0",,
"Body Cam","2020","96",,"0",,
"Proximity","2020","119",,"0",,
"The Wrong Missy","2020","90",,"0",,
"The Nest","2020","107",,"1200000",,
"Justice League Dark: Apokolips War","2020","90",,"0",,
"Arkansas","2020","117",,"0",,
"The Half of It","2020","104",,"0",,
"Dangerous Lies","2020","96",,"0",,
"Rich in Love","2020","104",,"0",,
"Inheritance","2020","110",,"0",,
"Extraction","2020","116",,"0",,
"The Willoughbys","2020","92",,"0",,
"Earth and Blood","2020","80",,"0",,
"Rising High","2020","94",,"0",,
"Persian Lessons","2020","127",,"3825668",,
"The Dark and the Wicked","2020","95",,"736153",,
"The Secret: Dare to Dream","2020","107",,"3215636",,
"Ballsy Girl","2020","95",,"0",,
"Mortal Kombat Legends: Scorpion's Revenge","2020","80",,"0",,
"Love Wedding Repeat","2020","100",,"0",,
"Anything for Jackson","2020","96",,"0",,
"Money Heist: The Phenomenon","2020","57",,"0",,
"Coffee & Kareem","2020","88",,"0",,
"The New Mutants","2020","94",,"49169594",,
"Resistance","2020","120",,"449753",,
"The Occupant","2020","103",,"0",,
"Nobody Sleeps in the Woods Tonight","2020","102",,"0",,
"Altered Carbon: Resleeved","2020","75",,"0",,
"Never Rarely Sometimes Always","2020","101",,"407807",,
"Minamata","2020","115",,"1623809",,
"Big Time Adolescence","2020","91",,"0",,
"The Postcard Killings","2020","101",,"0",,
"I Still Believe","2020","115",,"16069730",,
"Misbehaviour","2020","107",,"1073290",,
"The Hunt","2020","90",,"10550350",,
"Radioactive","2020","111",,"3507755",,
"Trolls World Tour","2020","91",,"49276818",,
"Stargirl","2020","107",,"0",,
"Ultras","2020","109",,"0",,
"If Anything Happens I Love You","2020","12",,"0",,
"The Banker","2020","120",,"0",,
"The Hater","2020","136",,"1325591",,
"Spenser Confidential","2020","110",,"0",,
"First Cow","2020","122",,"101068",,
"Sea Fever","2020","95",,"0",,
"Escape from Pretoria","2020","102",,"2431995",,
"The Way Back","2020","108",,"14590514",,
"Bloodshot","2020","110",,"39861118",,
"De Gaulle","2020","108",,"7142214",,
"Maggie Simpson in ""Playdate with Destiny""","2020","4",,"0",,
"Onward","2020","102",,"141888276",,
"Mortal","2020","104",,"106270",,
"All the Bright Places","2020","108",,"0",,
"The Decline","2020","83",,"0",,
"Baba Yaga: Terror of the Dark Forest","2020","96",,"1398488",,
"Invasion","2020","129",,"32104054",,
"Guns Akimbo","2020","98",,"835102",,
"The Invisible Man","2020","124",,"144492724",,
"Superman: Red Son","2020","84",,"0",,
"Time to Hunt","2020","135",,"0",,
"Kalashnikov AK-47","2020","105",,"1593464",,
"Brahms: The Boy II","2020","86",,"20311536",,
"10 Days with Dad","2020","104",,"9305412",,
"Beasts Clawing at Straws","2020","108",,"5707415",,
"The Night Clerk","2020","90",,"302127",,
"The Call of the Wild","2020","100",,"111200000",,
"Isi & Ossi","2020","113",,"0",,
"Breaking Surface","2020","82",,"98157",,
"Veinteañera, divorciada y fantástica","2020","93",,"0",,
"My Boyfriend's Meds","2020","100",,"0",,
"Buffaloed","2020","95",,"29118",,
"The Last Thing He Wanted","2020","116",,"0",,
"The Best Years","2020","129",,"0",,
"Emma.","2020","125",,"25200000",,
"Fantasy Island","2020","109",,"49500000",,
"The Lost Prince","2020","101",,"0",,
"Sonic the Hedgehog","2020","99",,"319715683",,
"365 Days","2020","116",,"9458590",,
"Downhill","2020","87",,"7547254",,
"Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)","2020","109",,"205537933",,
"To All the Boys: P.S. I Still Love You","2020","102",,"0",,
"Goblin Slayer: Goblin's Crown","2020","86",,"0",,
"Miss Americana","2020","85",,"0",,
"The Assistant","2020","88",,"1338881",,
"Lamp Life","2020","7",,"0",,
"Adú","2020","119",,"0",,
"The Rhythm Section","2020","109",,"5989583",,
"Nimic","2020","12",,"0",,
"I Hate Summer","2020","105",,"7500000",,
"Gretel & Hansel","2020","87",,"22304357",,
"Wasp Network","2020","128",,"1400000",,
"Return","2020","18",,"0",,
"Sergio","2020","118",,"0",,
"Lost Girls","2020","95",,"0",,
"Horse Girl","2020","104",,"0",,
"His House","2020","93",,"0",,
"Charm City Kings","2020","125",,"0",,
"The Social Dilemma","2020","94",,"0",,
"I Love You, Stupid","2020","87",,"396640",,
"Color Out of Space","2020","110",,"1023510",,
"The Courier","2020","112",,"26000000",,
"Airplane Mode","2020","96",,"0",,
"Kidz","2020","98",,"3700000",,
"The Turning","2020","94",,"19428166",,
"The Last Full Measure","2020","110",,"3364426",,
"Vanguard","2020","107",,"50866901",,
"A Fall from Grace","2020","120",,"0",,
"Me Against You: Mr. S's Vendetta","2020","64",,"9500000",,
"32 Malasana Street","2020","105",,"0",,
"Made in Abyss: Dawn of the Deep Soul","2020","105",,"4971635",,
"The Heist of the Century","2020","114",,"7627100",,
"Go!","2020","110",,"520191",,
"The Lodge","2020","108",,"2679585",,
"Swallow","2020","95",,"274674",,
"Bad Boys for Life","2020","124",,"426505244",,
"My Spy","2020","99",,"10200000",,
"Hammamet","2020","127",,"0",,
"Like a Boss","2020","83",,"26900000",,
"Underwater","2020","95",,"40882928",,
"18 Presents","2020","110",,"3486375",,
"Dolittle","2020","101",,"251410631",,
"Tolo Tolo","2020","94",,"52186426",,
"The Gentlemen","2020","113",,"115171795",,
"Coma","2020","110",,"9500000",,
"The Grudge","2019","93",,"49511319",,
"Primal","2019","97",,"146863",,
"My Mom Is a Character 3","2019","111",,"39273021",,
"7500","2019","94",,"0",,
"The Tunnel","2019","103",,"0",,
"1917","2019","119",,"394638258",,
"Just Mercy","2019","137",,"50401502",,
"Line of Duty","2019","98",,"646389",,
"Little Women","2019","135",,"216600000",,
"Out of the Clear Blue Sky","2019","112",,"0",,
"Togo","2019","113",,"0",,
"My Hero Academia: Heroes Rising","2019","104",,"30017163",,
"The Translators","2019","105",,"0",,
"The Goddess of Fortune","2019","114",,"8277796",,
"Ashfall","2019","128",,"61321941",,
"Cats","2019","110",,"77276321",,
"Ip Man 4: The Finale","2019","107",,"239000000",,
"Pinocchio","2019","124",,"17133446",,
"Star Wars: The Rise of Skywalker","2019","142",,"1074144248",,
"The Wretched","2019","95",,"4369493",,
"Yummy","2019","90",,"0",,
"Bombshell","2019","109",,"61404394",,
"Seberg","2019","103",,"592565",,
"Richard Jewell","2019","131",,"33900000",,
"Once Upon a Time in Bethlehem","2019","100",,"0",,
"Skyfire","2019","93",,"24800000",,
"A Good Doctor","2019","90",,"6294941",,
"Black Christmas","2019","92",,"18529730",,
"Cousins","2019","83",,"0",,
"6 Underground","2019","128",,"0",,
"In the Arms of an Assassin","2019","101",,"425332",,
"Trauma Center","2019","87",,"92968",,
"Lupin III: The First","2019","93",,"7334393",,
"The Wild Goose Lake","2019","113",,"0",,
"Grand Isle","2019","97",,"5566",,
"Code 8","2019","99",,"157209",,
"The Legacy of the Bones","2019","121",,"0",,
"The Immortal","2019","115",,"0",,
"A Christmas Prince: The Royal Baby","2019","84",,"0",,
"The Best Is Yet to Come","2019","117",,"7201952",,
"Only the Animals","2019","116",,"878668",,
"Jumanji: The Next Level","2019","123",,"801693929",,
"Spies in Disguise","2019","102",,"171616764",,
"How to Train Your Dragon: Homecoming","2019","22",,"0",,
"The Two Popes","2019","125",,"232638",,
"Knives Out","2019","131",,"312897920",,
"Queen & Slim","2019","131",,"47803176",,
"Proxima","2019","107",,"0",,
"True History of the Kelly Gang","2019","124",,"471152",,
"The Courier","2019","99",,"4700862",,
"Dark Waters","2019","127",,"13601384",,
"The Knight Before Christmas","2019","92",,"0",,
"Cetto c'è, senzadubbiamente","2019","93",,"0",,
"The Blackout","2019","127",,"2746207",,
"Frozen II","2019","103",,"1453683476",,
"Waves","2019","135",,"2576990",,
"Les Misérables","2019","104",,"54606372",,
"Charlie's Angels","2019","118",,"73279888",,
"Ford v Ferrari","2019","153",,"225508210",,
"Everybody’s Everything","2019","116",,"0",,
"Float","2019","7",,"0",,
"Lady and the Tramp","2019","101",,"51000000",,
"Noelle","2019","100",,"0",,
"The Jack in the Box","2019","87",,"1035734",,
"The Platform","2019","95",,"1090116",,
"The Coldest Game","2019","104",,"0",,
